Warehouse,Location,Pickable,Sellable,"Pick Priority","Transfer bin",Staging,Quantity,Type
Primary,04-08-C-11,Yes,Yes,1,No,No,4,Bin
Primary,04-08-C-12,Yes,Yes,1,No,No,1,Bin
Primary,04-08-C-13,Yes,Yes,1,No,No,1,Bin
Primary,04-08-D-01,Yes,Yes,1,No,No,1,Bin
Primary,04-08-D-02,Yes,Yes,1,No,No,1,Bin
Primary,04-08-D-03,Yes,Yes,1,No,No,2,Bin
Primary,04-08-D-04,Yes,Yes,1,No,No,1,Bin
Primary,04-08-D-05,Yes,Yes,1,No,No,1,Bin
Primary,04-08-D-06,Yes,Yes,1,No,No,1,Bin
Primary,04-08-D-07,Yes,Yes,1,No,No,5,Bin
Primary,04-08-D-08,Yes,Yes,1,No,No,2,Bin
Primary,04-08-D-09,Yes,Yes,1,No,No,4,Bin
Primary,04-08-D-11,Yes,Yes,1,No,No,4,Bin
Primary,04-08-D-12,Yes,Yes,1,No,No,3,Bin
Primary,04-08-D-13,Yes,Yes,1,No,No,2,Bin
Primary,04-09-A-P02,Yes,Yes,1,No,No,2100,Pallet
Primary,04-09-C-P03,Yes,Yes,1,No,No,1,Pallet
Primary,04-10-A-P03,Yes,Yes,1,No,No,1,Pallet
Primary,04-10-B-P03,Yes,Yes,1,No,No,1116,Pallet
Primary,04-11-A-P03,Yes,Yes,1,No,No,1,Pallet
Primary,04-11-B-P01,Yes,Yes,1,No,No,1,Pallet
Primary,04-11-B-P02,Yes,Yes,1,No,No,1,Pallet
Primary,04-11-B-P03,Yes,Yes,1,No,No,1,Pallet
Primary,05-01-A-P02,Yes,Yes,1,No,No,1,Pallet
Primary,05-02-A-P02,Yes,Yes,1,No,No,100,Pallet
Primary,05-03-B-P01,Yes,Yes,1,No,No,90,Pallet
Primary,05-04-B-P01,Yes,Yes,1,No,No,7,Pallet
Primary,05-04-C-11,Yes,Yes,3,No,No,1,Bin
Primary,05-05-A-01,Yes,Yes,1,No,No,2,Bin
Primary,05-05-A-02,Yes,Yes,1,No,No,1,Bin
Primary,05-05-A-03,Yes,Yes,1,No,No,9,Bin
Primary,05-05-A-05,Yes,Yes,1,No,No,3,Bin
Primary,05-05-A-06,Yes,Yes,1,No,No,3,Bin
Primary,05-05-A-07,Yes,Yes,1,No,No,1,Bin
Primary,05-05-A-08,Yes,Yes,1,No,No,3,Bin
Primary,05-05-A-09,Yes,Yes,1,No,No,1,Bin
Primary,05-05-A-10,Yes,Yes,1,No,No,1,Bin
Primary,05-05-A-11,Yes,Yes,1,No,No,1,Bin
Primary,05-05-A-12,Yes,Yes,1,No,No,1,Bin
Primary,05-05-A-13,Yes,Yes,1,No,No,1,Bin
Primary,05-05-B-01,Yes,Yes,1,No,No,12,Bin
Primary,05-05-B-02,Yes,Yes,1,No,No,3,Bin
Primary,05-05-B-03,Yes,Yes,1,No,No,4,Bin
Primary,05-05-B-04,Yes,Yes,1,No,No,4,Bin
Primary,05-05-B-05,Yes,Yes,1,No,No,8,Bin
Primary,05-05-B-06,Yes,Yes,1,No,No,9,Bin
Primary,05-05-B-07,Yes,Yes,1,No,No,8,Bin
Primary,05-05-B-08,Yes,Yes,1,No,No,6,Bin
Primary,05-05-B-09,Yes,Yes,1,No,No,7,Bin
Primary,05-05-B-10,Yes,Yes,1,No,No,4,Bin
Primary,05-05-B-11,Yes,Yes,1,No,No,3,Bin
Primary,05-05-B-12,Yes,Yes,1,No,No,1,Bin
Primary,05-05-B-13,Yes,Yes,1,No,No,1,Bin
Primary,05-05-C-01,Yes,Yes,1,No,No,8,Bin
Primary,05-05-C-02,Yes,Yes,1,No,No,1,Bin
Primary,05-05-C-03,Yes,Yes,1,No,No,4,Bin
Primary,05-05-C-04,Yes,Yes,1,No,No,1,Bin
Primary,05-05-C-05,Yes,Yes,1,No,No,1,Bin
Primary,05-05-C-06,Yes,Yes,1,No,No,3,Bin
Primary,05-05-C-07,Yes,Yes,1,No,No,1,Bin
Primary,05-05-C-08,Yes,Yes,1,No,No,2,Bin
Primary,05-05-C-09,Yes,Yes,1,No,No,3,Bin
Primary,05-05-C-10,Yes,Yes,1,No,No,3,Bin
Primary,05-05-C-11,Yes,Yes,1,No,No,2,Bin
Primary,05-05-C-12,Yes,Yes,1,No,No,1,Bin
Primary,05-05-C-13,Yes,Yes,1,No,No,1,Bin
Primary,05-05-D-02,Yes,Yes,1,No,No,2,Bin
Primary,05-05-D-03,Yes,Yes,1,No,No,3,Bin
Primary,05-05-D-04,Yes,Yes,1,No,No,2,Bin
Primary,05-05-D-05,Yes,Yes,1,No,No,2,Bin
Primary,05-05-D-06,Yes,Yes,1,No,No,1,Bin
Primary,05-05-D-07,Yes,Yes,1,No,No,2,Bin
Primary,05-05-D-08,Yes,Yes,1,No,No,3,Bin
Primary,05-05-D-09,Yes,Yes,1,No,No,2,Bin
Primary,05-05-D-10,Yes,Yes,1,No,No,3,Bin
Primary,05-05-D-11,Yes,Yes,1,No,No,1,Bin
Primary,05-05-D-12,Yes,Yes,1,No,No,2,Bin
Primary,05-05-D-13,Yes,Yes,1,No,No,5,Bin
Primary,05-05-E-02,No,Yes,1,No,No,1,Bin
Primary,05-05-E-03,No,Yes,1,No,No,1,Bin
Primary,05-05-E-04,No,Yes,1,No,No,3,Bin
Primary,05-05-E-05,No,Yes,1,No,No,3,Bin
Primary,05-05-E-06,No,Yes,1,No,No,1,Bin
Primary,05-05-E-07,No,Yes,1,No,No,3,Bin
Primary,05-05-E-08,No,Yes,1,No,No,1,Bin
Primary,05-05-E-09,No,Yes,1,No,No,3,Bin
Primary,05-05-E-10,No,Yes,1,No,No,3,Bin
Primary,05-05-E-11,No,Yes,1,No,No,2,Bin
Primary,05-05-E-12,No,Yes,1,No,No,1,Bin
Primary,05-05-E-13,No,Yes,1,No,No,5,Bin
Primary,05-05-F-01,No,Yes,1,No,No,1,Bin
Primary,05-05-F-02,No,Yes,1,No,No,1,Bin
Primary,05-05-F-03,No,Yes,1,No,No,1,Bin
Primary,05-05-F-05,No,Yes,1,No,No,1,Bin
Primary,05-05-F-06,No,Yes,1,No,No,3,Bin
Primary,05-05-F-07,No,Yes,1,No,No,1,Bin
Primary,05-05-F-08,No,Yes,1,No,No,1,Bin
Primary,05-05-F-09,No,Yes,1,No,No,2,Bin
Primary,05-05-F-10,No,Yes,1,No,No,5,Bin
Primary,05-05-F-11,No,Yes,1,No,No,2,Bin
Primary,05-05-F-12,No,Yes,1,No,No,5,Bin
Primary,05-05-F-13,No,Yes,1,No,No,2,Bin
Primary,05-05-G-01,No,Yes,1,No,No,1,Bin
Primary,05-05-G-02,No,Yes,1,No,No,1,Bin
Primary,05-05-G-03,No,Yes,1,No,No,5,Bin
Primary,05-05-G-04,No,Yes,1,No,No,1,Bin
Primary,05-05-G-05,No,Yes,1,No,No,1,Bin
Primary,05-05-G-06,No,Yes,1,No,No,1,Bin
Primary,05-05-G-07,No,Yes,1,No,No,1,Bin
Primary,05-05-G-08,No,Yes,1,No,No,4,Bin
Primary,05-05-G-09,No,Yes,1,No,No,2,Bin
Primary,05-05-G-10,No,Yes,1,No,No,1,Bin
Primary,05-05-G-11,No,Yes,1,No,No,2,Bin
Primary,05-05-G-12,No,Yes,1,No,No,2,Bin
Primary,05-05-G-13,No,Yes,1,No,No,2,Bin
Primary,05-05-H-01,No,Yes,1,No,No,2,Bin
Primary,05-05-H-02,No,Yes,1,No,No,2,Bin
Primary,05-05-H-03,No,Yes,1,No,No,5,Bin
Primary,05-05-H-04,No,Yes,1,No,No,3,Bin
Primary,05-05-H-05,No,Yes,1,No,No,1,Bin
Primary,05-05-H-06,No,Yes,1,No,No,2,Bin
Primary,05-05-H-07,No,Yes,1,No,No,6,Bin
Primary,05-05-H-08,No,Yes,1,No,No,2,Bin
Primary,05-05-H-09,No,Yes,1,No,No,2,Bin
Primary,05-05-H-10,No,Yes,1,No,No,4,Bin
Primary,05-05-H-11,No,Yes,1,No,No,1,Bin
Primary,05-05-H-12,No,Yes,1,No,No,2,Bin
Primary,05-05-H-13,No,Yes,1,No,No,4,Bin
Primary,05-05-I-01,No,Yes,1,No,No,9,Bin
Primary,05-05-I-02,No,Yes,1,No,No,3,Bin
Primary,05-05-I-03,No,Yes,1,No,No,2,Bin
Primary,05-05-I-04,No,Yes,1,No,No,5,Bin
Primary,05-05-I-05,No,Yes,1,No,No,13,Bin
Primary,05-05-I-06,No,Yes,1,No,No,6,Bin
Primary,05-05-I-07,No,Yes,1,No,No,3,Bin
Primary,05-05-I-08,No,Yes,1,No,No,4,Bin
Primary,05-05-I-09,No,Yes,1,No,No,10,Bin
Primary,05-05-I-10,No,Yes,1,No,No,1,Bin
Primary,05-05-I-11,No,Yes,1,No,No,3,Bin
Primary,05-05-I-12,No,Yes,1,No,No,2,Bin
Primary,05-05-I-13,No,Yes,1,No,No,2,Bin
Primary,05-05-J-01,No,Yes,1,No,No,1,Bin
Primary,05-05-J-02,No,Yes,1,No,No,1,Bin
Primary,05-05-J-04,No,Yes,1,No,No,2,Bin
Primary,05-05-J-05,No,Yes,1,No,No,1,Bin
Primary,05-05-J-06,No,Yes,1,No,No,1,Bin
Primary,05-05-J-07,No,Yes,1,No,No,1,Bin
Primary,05-05-J-08,No,Yes,1,No,No,1,Bin
Primary,05-05-J-09,No,Yes,1,No,No,1,Bin
Primary,05-05-J-10,No,Yes,1,No,No,1,Bin
Primary,05-05-J-11,No,Yes,1,No,No,2,Bin
Primary,05-05-J-12,No,Yes,1,No,No,4,Bin
Primary,05-05-J-13,No,Yes,1,No,No,4,Bin
Primary,05-05-K-01,No,Yes,1,No,No,1,Bin
Primary,05-05-K-02,No,Yes,1,No,No,1,Bin
Primary,05-05-K-03,No,Yes,1,No,No,1,Bin
Primary,05-05-K-04,No,Yes,1,No,No,1,Bin
Primary,05-05-K-05,No,Yes,1,No,No,2,Bin
Primary,05-05-K-06,No,Yes,1,No,No,2,Bin
Primary,05-05-K-07,No,Yes,1,No,No,2,Bin
Primary,05-05-K-08,No,Yes,1,No,No,1,Bin
Primary,05-05-K-09,No,Yes,1,No,No,1,Bin
Primary,05-05-K-10,No,Yes,1,No,No,1,Bin
Primary,05-05-K-11,No,Yes,1,No,No,2,Bin
Primary,05-05-K-12,No,Yes,1,No,No,2,Bin
Primary,05-05-K-13,No,Yes,1,No,No,2,Bin
Primary,05-05-L-01,No,Yes,1,No,No,2,Bin
Primary,05-05-L-02,No,Yes,1,No,No,8,Bin
Primary,05-05-L-03,No,Yes,1,No,No,4,Bin
Primary,05-05-L-04,No,Yes,1,No,No,2,Bin
Primary,05-05-L-05,No,Yes,1,No,No,7,Bin
Primary,05-05-L-06,No,Yes,1,No,No,3,Bin
Primary,05-05-L-07,No,Yes,1,No,No,1,Bin
Primary,05-05-L-09,No,Yes,1,No,No,2,Bin
Primary,05-05-L-10,No,Yes,1,No,No,2,Bin
Primary,05-05-L-12,No,Yes,1,No,No,2,Bin
Primary,05-05-L-13,No,Yes,1,No,No,2,Bin
Primary,05-05-M-01,No,Yes,1,No,No,3,Bin
Primary,05-05-M-03,No,Yes,1,No,No,7,Bin
Primary,05-05-M-04,No,Yes,1,No,No,1,Bin
Primary,05-05-M-05,No,Yes,1,No,No,1,Bin
Primary,05-05-M-06,No,Yes,1,No,No,1,Bin
Primary,05-05-M-07,No,Yes,1,No,No,1,Bin
Primary,05-05-M-08,No,Yes,1,No,No,2,Bin
Primary,05-05-M-09,No,Yes,1,No,No,1,Bin
Primary,05-05-M-10,No,Yes,1,No,No,1,Bin
Primary,05-05-M-11,No,Yes,1,No,No,1,Bin
Primary,05-05-M-12,No,Yes,1,No,No,1,Bin
Primary,05-05-M-13,No,Yes,1,No,No,2,Bin
Primary,05-06-A-01,Yes,Yes,1,No,No,1,Bin
Primary,05-06-A-02,Yes,Yes,1,No,No,3,Bin
Primary,05-06-A-03,Yes,Yes,1,No,No,2,Bin
Primary,05-06-A-04,Yes,Yes,1,No,No,2,Bin
Primary,05-06-A-05,Yes,Yes,1,No,No,3,Bin
Primary,05-06-A-06,Yes,Yes,1,No,No,1,Bin
Primary,05-06-A-07,Yes,Yes,1,No,No,4,Bin
Primary,05-06-A-08,Yes,Yes,1,No,No,8,Bin
Primary,05-06-A-10,Yes,Yes,1,No,No,4,Bin
Primary,05-06-A-11,Yes,Yes,1,No,No,3,Bin
Primary,05-06-A-12,Yes,Yes,1,No,No,1,Bin
Primary,05-06-A-13,Yes,Yes,1,No,No,1,Bin
Primary,05-06-A-P02,Yes,Yes,1,No,No,1,Pallet
Primary,05-06-B-01,Yes,Yes,1,No,No,5,Bin
Primary,05-06-B-02,Yes,Yes,1,No,No,1,Bin
Primary,05-06-B-03,Yes,Yes,1,No,No,1,Bin
Primary,05-06-B-04,Yes,Yes,1,No,No,5,Bin
Primary,05-06-B-05,Yes,Yes,1,No,No,1,Bin
Primary,05-06-B-06,Yes,Yes,1,No,No,4,Bin
Primary,05-06-B-07,Yes,Yes,1,No,No,2,Bin
Primary,05-06-B-08,Yes,Yes,1,No,No,2,Bin
Primary,05-06-B-09,Yes,Yes,1,No,No,1,Bin
Primary,05-06-B-10,Yes,Yes,1,No,No,1,Bin
Primary,05-06-B-11,Yes,Yes,1,No,No,1,Bin
Primary,05-06-B-12,Yes,Yes,1,No,No,1,Bin
Primary,05-06-B-13,Yes,Yes,1,No,No,1,Bin
Primary,05-06-B-P02,Yes,Yes,1,No,No,600,Pallet
Primary,05-06-C-01,Yes,Yes,1,No,No,1,Bin
Primary,05-06-C-02,Yes,Yes,1,No,No,4,Bin
Primary,05-06-C-03,Yes,Yes,1,No,No,2,Bin
Primary,05-06-C-04,Yes,Yes,1,No,No,3,Bin
Primary,05-06-C-05,Yes,Yes,1,No,No,2,Bin
Primary,05-06-C-06,Yes,Yes,1,No,No,5,Bin
Primary,05-06-C-08,Yes,Yes,1,No,No,1,Bin
Primary,05-06-C-09,Yes,Yes,1,No,No,5,Bin
Primary,05-06-C-10,Yes,Yes,1,No,No,9,Bin
Primary,05-06-C-11,Yes,Yes,1,No,No,3,Bin
Primary,05-06-C-12,Yes,Yes,1,No,No,1,Bin
Primary,05-06-C-13,Yes,Yes,1,No,No,1,Bin
Primary,05-06-D-01,Yes,Yes,1,No,No,2,Bin
Primary,05-06-D-02,Yes,Yes,1,No,No,6,Bin
Primary,05-06-D-03,Yes,Yes,1,No,No,4,Bin
Primary,05-06-D-04,Yes,Yes,1,No,No,4,Bin
Primary,05-06-D-05,Yes,Yes,1,No,No,1,Bin
Primary,05-06-D-06,Yes,Yes,1,No,No,1,Bin
Primary,05-06-D-07,Yes,Yes,1,No,No,2,Bin
Primary,05-06-D-08,Yes,Yes,1,No,No,2,Bin
Primary,05-06-D-09,Yes,Yes,1,No,No,7,Bin
Primary,05-06-D-10,Yes,Yes,1,No,No,2,Bin
Primary,05-06-D-11,Yes,Yes,1,No,No,1,Bin
Primary,05-06-D-12,Yes,Yes,1,No,No,1,Bin
Primary,05-06-D-13,Yes,Yes,1,No,No,7,Bin
Primary,05-06-D-P04,No,Yes,1,No,No,3,Pallet
Primary,05-06-E-01,No,Yes,1,No,No,2,Bin
Primary,05-06-E-02,No,Yes,1,No,No,3,Bin
Primary,05-06-E-03,No,Yes,1,No,No,5,Bin
Primary,05-06-E-04,No,Yes,1,No,No,5,Bin
Primary,05-06-E-05,No,Yes,1,No,No,1,Bin
Primary,05-06-E-06,No,Yes,1,No,No,1,Bin
Primary,05-06-E-07,No,Yes,1,No,No,1,Bin
Primary,05-06-E-08,No,Yes,1,No,No,6,Bin
Primary,05-06-E-09,No,Yes,1,No,No,6,Bin
Primary,05-06-E-10,No,Yes,1,No,No,1,Bin
Primary,05-06-E-11,No,Yes,1,No,No,1,Bin
Primary,05-06-E-12,No,Yes,1,No,No,4,Bin
Primary,05-06-E-13,No,Yes,1,No,No,2,Bin
Primary,05-06-F-01,No,Yes,1,No,No,3,Bin
Primary,05-06-F-02,No,Yes,1,No,No,2,Bin
Primary,05-06-F-03,No,Yes,1,No,No,1,Bin
Primary,05-06-F-04,No,Yes,1,No,No,1,Bin
Primary,05-06-F-05,No,Yes,1,No,No,3,Bin
Primary,05-06-F-06,No,Yes,1,No,No,3,Bin
Primary,05-06-F-07,No,Yes,1,No,No,2,Bin
Primary,05-06-F-08,No,Yes,1,No,No,5,Bin
Primary,05-06-F-09,No,Yes,1,No,No,1,Bin
Primary,05-06-F-10,No,Yes,1,No,No,2,Bin
Primary,05-06-F-11,No,Yes,1,No,No,1,Bin
Primary,05-06-F-12,No,Yes,1,No,No,1,Bin
Primary,05-06-F-13,No,Yes,1,No,No,3,Bin
Primary,05-06-G-01,No,Yes,1,No,No,1,Bin
Primary,05-06-G-02,No,Yes,1,No,No,1,Bin
Primary,05-06-G-03,No,Yes,1,No,No,1,Bin
Primary,05-06-G-04,No,Yes,1,No,No,1,Bin
Primary,05-06-G-05,No,Yes,1,No,No,3,Bin
Primary,05-06-G-06,No,Yes,1,No,No,1,Bin
Primary,05-06-G-07,No,Yes,1,No,No,3,Bin
Primary,05-06-G-08,No,Yes,1,No,No,1,Bin
Primary,05-06-G-09,No,Yes,1,No,No,4,Bin
Primary,05-06-G-10,No,Yes,1,No,No,3,Bin
Primary,05-06-G-11,No,Yes,1,No,No,3,Bin
Primary,05-06-G-12,No,Yes,1,No,No,2,Bin
Primary,05-06-G-13,No,Yes,1,No,No,2,Bin
Primary,05-06-H-01,No,Yes,1,No,No,1,Bin
Primary,05-06-H-02,No,Yes,1,No,No,2,Bin
Primary,05-06-H-03,No,Yes,1,No,No,3,Bin
Primary,05-06-H-04,No,Yes,1,No,No,3,Bin
Primary,05-06-H-05,No,Yes,1,No,No,4,Bin
Primary,05-06-H-06,No,Yes,1,No,No,2,Bin
Primary,05-06-H-07,No,Yes,1,No,No,5,Bin
Primary,05-06-H-08,No,Yes,1,No,No,2,Bin
Primary,05-06-H-09,No,Yes,1,No,No,1,Bin
Primary,05-06-H-10,No,Yes,1,No,No,1,Bin
Primary,05-06-H-11,No,Yes,1,No,No,1,Bin
Primary,05-06-H-12,No,Yes,1,No,No,3,Bin
Primary,05-06-H-13,No,Yes,1,No,No,1,Bin
Primary,05-06-I-01,No,Yes,1,No,No,5,Bin
Primary,05-06-I-02,No,Yes,1,No,No,5,Bin
Primary,05-06-I-03,No,Yes,1,No,No,2,Bin
Primary,05-06-I-04,No,Yes,1,No,No,2,Bin
Primary,05-06-I-05,No,Yes,1,No,No,2,Bin
Primary,05-06-I-06,No,Yes,1,No,No,1,Bin
Primary,05-06-I-07,No,Yes,1,No,No,4,Bin
Primary,05-06-I-08,No,Yes,1,No,No,4,Bin
Primary,05-06-I-09,No,Yes,1,No,No,1,Bin
Primary,05-06-I-10,No,Yes,1,No,No,4,Bin
Primary,05-06-I-11,No,Yes,1,No,No,3,Bin
Primary,05-06-I-12,No,Yes,1,No,No,2,Bin
Primary,05-06-I-13,No,Yes,1,No,No,1,Bin
Primary,05-06-J-01,No,Yes,1,No,No,3,Bin
Primary,05-06-J-02,No,Yes,1,No,No,2,Bin
Primary,05-06-J-03,No,Yes,1,No,No,2,Bin
Primary,05-06-J-04,No,Yes,1,No,No,4,Bin
Primary,05-06-J-05,No,Yes,1,No,No,1,Bin
Primary,05-06-J-06,No,Yes,1,No,No,1,Bin
Primary,05-06-J-07,No,Yes,1,No,No,4,Bin
Primary,05-06-J-08,No,Yes,1,No,No,1,Bin
Primary,05-06-J-09,No,Yes,1,No,No,1,Bin
Primary,05-06-J-10,No,Yes,1,No,No,1,Bin
Primary,05-06-J-11,No,Yes,1,No,No,4,Bin
Primary,05-06-J-12,No,Yes,1,No,No,2,Bin
Primary,05-06-J-13,No,Yes,1,No,No,1,Bin
Primary,05-06-K-01,No,Yes,1,No,No,1,Bin
Primary,05-06-K-02,No,Yes,1,No,No,1,Bin
Primary,05-06-K-03,No,Yes,1,No,No,4,Bin
Primary,05-06-K-04,No,Yes,1,No,No,3,Bin
Primary,05-06-K-05,No,Yes,1,No,No,9,Bin
Primary,05-06-K-06,No,Yes,1,No,No,3,Bin
Primary,05-06-K-07,No,Yes,1,No,No,1,Bin
Primary,05-06-K-08,No,Yes,1,No,No,2,Bin
Primary,05-06-K-09,No,Yes,1,No,No,1,Bin
Primary,05-06-K-10,No,Yes,1,No,No,1,Bin
Primary,05-06-K-11,No,Yes,1,No,No,1,Bin
Primary,05-06-K-12,No,Yes,1,No,No,1,Bin
Primary,05-06-K-13,No,Yes,1,No,No,1,Bin
Primary,05-06-L-01,No,Yes,1,No,No,6,Bin
Primary,05-06-L-02,No,Yes,1,No,No,1,Bin
Primary,05-06-L-03,No,Yes,1,No,No,1,Bin
Primary,05-06-L-04,No,Yes,1,No,No,5,Bin
Primary,05-06-L-05,No,Yes,1,No,No,5,Bin
Primary,05-06-L-06,No,Yes,1,No,No,1,Bin
Primary,05-06-L-08,No,Yes,1,No,No,1,Bin
Primary,05-06-L-09,No,Yes,1,No,No,1,Bin
Primary,05-06-L-10,No,Yes,1,No,No,1,Bin
Primary,05-06-L-11,No,Yes,1,No,No,1,Bin
Primary,05-06-L-12,No,Yes,1,No,No,3,Bin
Primary,05-06-L-13,No,Yes,1,No,No,1,Bin
Primary,05-06-M-01,No,Yes,1,No,No,3,Bin
Primary,05-06-M-02,No,Yes,1,No,No,2,Bin
Primary,05-06-M-03,No,Yes,1,No,No,1,Bin
Primary,05-06-M-04,No,Yes,1,No,No,2,Bin
Primary,05-06-M-05,No,Yes,1,No,No,1,Bin
Primary,05-06-M-06,No,Yes,1,No,No,1,Bin
Primary,05-06-M-07,No,Yes,1,No,No,6,Bin
Primary,05-06-M-08,No,Yes,1,No,No,4,Bin
Primary,05-06-M-09,No,Yes,1,No,No,2,Bin
Primary,05-06-M-10,No,Yes,1,No,No,2,Bin
Primary,05-06-M-11,No,Yes,1,No,No,2,Bin
Primary,05-06-M-12,No,Yes,1,No,No,2,Bin
Primary,05-06-M-13,No,Yes,1,No,No,3,Bin
Primary,05-07-A-02,Yes,Yes,1,No,No,2,Bin
Primary,05-07-A-03,Yes,Yes,1,No,No,1,Bin
Primary,05-07-A-04,Yes,Yes,1,No,No,1,Bin
Primary,05-07-A-05,Yes,Yes,1,No,No,1,Bin
Primary,05-07-A-07,Yes,Yes,1,No,No,1,Bin
Primary,05-07-A-08,Yes,Yes,1,No,No,2,Bin
Primary,05-07-A-09,Yes,Yes,1,No,No,1,Bin
Primary,05-07-A-10,Yes,Yes,1,No,No,3,Bin
Primary,05-07-A-11,Yes,Yes,1,No,No,1,Bin
Primary,05-07-A-12,Yes,Yes,1,No,No,4,Bin
Primary,05-07-A-P03,Yes,Yes,1,No,No,2554,Pallet
Primary,05-07-B-01,Yes,Yes,1,No,No,1,Bin
Primary,05-07-B-02,Yes,Yes,1,No,No,2,Bin
Primary,05-07-B-04,Yes,Yes,1,No,No,1,Bin
Primary,05-07-B-05,Yes,Yes,1,No,No,10,Bin
Primary,05-07-B-06,Yes,Yes,1,No,No,2,Bin
Primary,05-07-B-07,Yes,Yes,1,No,No,1,Bin
Primary,05-07-B-08,Yes,Yes,1,No,No,1,Bin
Primary,05-07-B-09,Yes,Yes,1,No,No,4,Bin
Primary,05-07-B-10,Yes,Yes,1,No,No,1,Bin
Primary,05-07-B-12,Yes,Yes,1,No,No,1,Bin
Primary,05-07-C-01,Yes,Yes,1,No,No,3,Bin
Primary,05-07-C-02,Yes,Yes,1,No,No,2,Bin
Primary,05-07-C-03,Yes,Yes,1,No,No,1,Bin
Primary,05-07-C-04,Yes,Yes,1,No,No,3,Bin
Primary,05-07-C-05,Yes,Yes,1,No,No,1,Bin
Primary,05-07-C-06,Yes,Yes,1,No,No,2,Bin
Primary,05-07-C-07,Yes,Yes,1,No,No,4,Bin
Primary,05-07-C-08,Yes,Yes,1,No,No,1,Bin
Primary,05-07-C-09,Yes,Yes,1,No,No,2,Bin
Primary,05-07-C-10,Yes,Yes,1,No,No,1,Bin
Primary,05-07-C-11,Yes,Yes,1,No,No,1,Bin
Primary,05-07-C-12,Yes,Yes,1,No,No,1,Bin
Primary,05-07-C-13,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-01,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-02,Yes,Yes,1,No,No,2,Bin
Primary,05-07-D-03,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-04,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-05,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-07,Yes,Yes,1,No,No,3,Bin
Primary,05-07-D-08,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-09,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-10,Yes,Yes,1,No,No,8,Bin
Primary,05-07-D-11,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-12,Yes,Yes,1,No,No,3,Bin
Primary,05-07-D-13,Yes,Yes,1,No,No,1,Bin
Primary,05-07-D-P03,Yes,Yes,1,No,No,628,Pallet
Primary,05-07-E-01,No,Yes,1,No,No,1,Bin
Primary,05-07-E-03,No,Yes,1,No,No,3,Bin
Primary,05-07-E-04,No,Yes,1,No,No,2,Bin
Primary,05-07-E-05,No,Yes,1,No,No,1,Bin
Primary,05-07-E-07,No,Yes,1,No,No,1,Bin
Primary,05-07-E-08,No,Yes,1,No,No,1,Bin
Primary,05-07-E-09,No,Yes,1,No,No,1,Bin
Primary,05-07-E-10,No,Yes,1,No,No,3,Bin
Primary,05-07-E-11,No,Yes,1,No,No,1,Bin
Primary,05-07-E-12,No,Yes,1,No,No,1,Bin
Primary,05-07-E-13,No,Yes,1,No,No,1,Bin
Primary,05-07-F-01,No,Yes,1,No,No,6,Bin
Primary,05-07-F-03,No,Yes,1,No,No,1,Bin
Primary,05-07-F-04,No,Yes,1,No,No,1,Bin
Primary,05-07-F-05,No,Yes,1,No,No,2,Bin
Primary,05-07-F-07,No,Yes,1,No,No,2,Bin
Primary,05-07-F-08,No,Yes,1,No,No,1,Bin
Primary,05-07-F-09,No,Yes,1,No,No,1,Bin
Primary,05-07-F-10,No,Yes,1,No,No,1,Bin
Primary,05-07-F-11,No,Yes,1,No,No,3,Bin
Primary,05-07-F-12,No,Yes,1,No,No,1,Bin
Primary,05-07-F-13,No,Yes,1,No,No,6,Bin
Primary,05-07-G-02,No,Yes,1,No,No,1,Bin
Primary,05-07-G-05,No,Yes,1,No,No,1,Bin
Primary,05-07-G-07,No,Yes,1,No,No,1,Bin
Primary,05-07-G-08,No,Yes,1,No,No,1,Bin
Primary,05-07-G-09,No,Yes,1,No,No,1,Bin
Primary,05-07-G-10,No,Yes,1,No,No,1,Bin
Primary,05-07-G-11,No,Yes,1,No,No,1,Bin
Primary,05-07-G-12,No,Yes,1,No,No,2,Bin
Primary,05-07-H-01,No,Yes,1,No,No,2,Bin
Primary,05-07-H-02,No,Yes,1,No,No,1,Bin
Primary,05-07-H-03,No,Yes,1,No,No,1,Bin
Primary,05-07-H-04,No,Yes,1,No,No,1,Bin
Primary,05-07-H-05,No,Yes,1,No,No,3,Bin
Primary,05-07-H-06,No,Yes,1,No,No,3,Bin
Primary,05-07-H-07,No,Yes,1,No,No,1,Bin
Primary,05-07-H-08,No,Yes,1,No,No,3,Bin
Primary,05-07-H-09,No,Yes,1,No,No,2,Bin
Primary,05-07-H-10,No,Yes,1,No,No,1,Bin
Primary,05-07-H-11,No,Yes,1,No,No,3,Bin
Primary,05-07-H-12,No,Yes,1,No,No,2,Bin
Primary,05-07-H-13,No,Yes,1,No,No,7,Bin
Primary,05-07-H-14,No,Yes,1,No,No,1,Bin
Primary,05-07-H-15,No,Yes,1,No,No,1,Bin
Primary,05-07-I-01,No,Yes,1,No,No,1,Bin
Primary,05-07-I-02,No,Yes,1,No,No,1,Bin
